Motion Sensor Data File Sep 17, 2020 3:37 PM
Time (s)	Velocity (cm/s)
54.483	-5.108
54.500	-9.449
54.517	-12.769
54.533	-16.625
54.550	-19.920
54.567	-22.984
54.583	-25.027
54.600	-27.607
54.617	-27.837
54.633	-28.858
54.650	-19.664
54.667	-26.815
54.683	-28.347
54.700	-35.779
54.717	-25.794
54.733	-22.218
54.750	-18.898
54.767	-15.859
54.783	-14.812
54.800	-25.027
54.817	-16.855
54.833	-1.277
54.850	3.805
54.867	9.449
54.883	12.769
54.900	15.042
54.917	16.600
54.933	19.920
54.950	22.448
54.967	24.261
54.983	26.304
55.000	27.300
55.017	28.347
55.033	28.347
55.050	27.811
55.067	27.326
55.083	25.794
55.100	23.725
55.117	21.707
55.133	18.643
55.150	15.553
55.167	12.514
55.183	8.683
55.200	5.082
55.217	1.022
55.233	-2.554
55.250	-6.640
55.267	-9.730
55.283	-13.535
55.300	-16.855
55.317	-19.664
55.333	-23.010
55.350	-26.560
55.367	-29.880
55.383	-29.114
55.400	-16.089
55.417	-10.752
55.433	-28.603
55.450	-10.981
55.467	-19.664
55.483	-21.452
55.500	-20.201
55.517	-18.132
55.533	-15.323
55.550	-11.748
55.567	-8.198
55.583	-4.341
55.600	-0.511
55.617	3.320
55.633	6.614
55.650	11.237
55.667	13.791
55.683	17.340
55.700	19.664
55.717	21.963
55.733	23.725
55.750	24.772
55.767	23.751
55.783	21.427
55.800	18.898
55.817	28.092
55.833	26.790
55.850	25.538
55.867	22.984
55.883	20.405
55.900	15.578
55.917	-0.255
55.933	11.467
55.950	-3.065
55.967	4.597
55.983	0.766
56.000	-1.813
56.017	-5.618
56.033	-9.705
56.050	-13.791
56.067	-17.392
56.083	-20.175
56.100	-22.984
56.117	-25.027
56.133	-26.815
56.150	-27.862
56.167	-28.347
56.183	-28.347
56.200	-27.837
56.217	-26.560
56.233	-25.564
56.250	-23.240
56.267	-20.686
56.283	-18.387
56.300	-14.812
56.317	-11.773
56.333	-8.172
56.350	-3.831
56.367	-0.255
56.383	3.805
56.400	7.406
56.417	10.981
56.433	14.276
56.450	17.621
56.467	20.431
56.483	22.703
56.500	24.772
56.517	26.049
56.533	27.045
56.550	27.326
56.567	27.581
56.583	26.023
56.600	26.304
56.617	24.261
56.633	22.703
56.650	20.175
56.667	28.858
56.683	15.297
56.700	25.794
56.717	10.471
56.733	6.104
56.750	0.511
56.767	-3.575
56.783	-7.406
56.800	-10.752
56.817	-14.557
56.833	-17.111
56.850	-20.431
56.867	-22.755
56.883	-25.027
56.900	-26.815
56.917	-27.326
56.933	-17.366
56.950	-22.755
56.967	-23.495
56.983	-24.772
57.000	-23.751
57.017	-22.218
57.033	-19.690
57.050	-17.366
57.067	-14.301
57.083	-11.237
57.100	-7.432
57.117	-3.831
57.133	0.000
57.150	3.575
57.167	6.870
57.183	9.960
57.200	11.492
57.217	-0.026
57.233	18.387
57.250	23.495
57.267	6.870
57.283	15.068
57.300	28.092
57.317	30.876
57.333	30.135
57.350	27.581
57.367	25.513
57.383	24.006
57.400	21.707
57.417	19.639
57.433	16.855
57.450	13.535
57.467	10.445
57.483	6.640
57.500	3.065
57.517	-0.766
57.533	-4.367
57.550	-8.172
57.567	-11.748
57.583	-14.812
57.600	-17.902
57.617	-20.431
57.633	-22.729
57.650	-24.517
57.667	-26.049
57.683	-27.096
57.700	-27.070
57.717	-27.326
57.733	-26.560
57.750	-25.538
57.767	-23.521
57.783	-22.218
57.800	-20.941
57.817	-20.941
57.833	-14.557
57.850	-11.262
57.867	5.363
57.883	14.046
57.900	0.485
57.917	4.852
57.933	25.027
57.950	16.344
57.967	16.830
57.983	18.898
58.000	20.941
58.017	22.959
58.033	24.517
58.050	25.538
58.067	25.768
58.083	22.218
58.100	14.557
58.117	26.790
58.133	26.049
58.150	24.491
58.167	21.707
58.183	18.643
58.200	16.089
58.217	12.744
58.233	9.449
58.250	6.385
58.267	3.039
58.283	-0.766
58.300	-4.086
58.317	-7.661
58.333	-11.518
58.350	-14.557
58.367	-18.132
58.383	-20.686
58.400	-23.010
58.417	-25.283
58.433	-26.560
58.450	-27.070
58.467	-27.837
58.483	-27.070
58.500	-26.841
58.517	-25.794
58.533	-24.006
58.550	-21.963
58.567	-18.898
58.583	-15.859
58.600	-13.535
58.617	-11.492
58.633	-22.984
58.650	-4.367
58.667	-8.938
58.683	5.108
58.700	9.960
58.717	14.276
58.733	16.600
58.750	18.387
58.767	20.660
58.783	22.474
58.800	24.006
58.817	25.513
58.833	26.560
58.850	27.070
58.867	27.045
58.883	26.049
58.900	25.257
58.917	23.240
58.933	21.452
58.950	18.873
58.967	15.834
58.983	13.024
59.000	9.960
59.017	6.359
59.033	2.298
59.050	-0.766
59.067	-4.878
59.083	-8.172
59.100	-11.492
59.117	-15.068
59.133	-17.621
59.150	-20.201
59.167	-22.984
59.183	-26.304
59.200	-28.347
59.217	-28.858
59.233	-16.115
59.250	-8.683
59.267	-26.560
59.283	-15.068
59.300	-12.539
59.317	-18.643
59.333	-17.111
59.350	-15.323
59.367	-12.514
59.383	-9.219
59.400	-5.618
59.417	-2.043
59.433	1.532
59.450	5.593
59.467	8.683
59.483	12.003
59.500	15.042
59.517	17.621
59.533	19.920
59.550	21.682
59.567	22.984
59.583	21.963
59.600	20.660
59.617	16.600
59.633	26.815
59.650	26.534
59.667	24.772
59.683	22.729
59.700	19.383
59.717	13.791
59.733	3.575
59.750	11.977
59.767	-1.532
59.783	5.874
59.800	2.554
59.817	-0.792
59.833	-4.597
59.850	-7.406
59.867	-11.748
59.883	-15.093
59.900	-17.621
59.917	-20.686
59.933	-22.729
59.950	-24.517
59.967	-26.074
59.983	-26.560
60.000	-26.815
60.017	-26.815
60.033	-26.049
60.050	-24.798
60.067	-23.240
60.083	-20.941
60.100	-18.643
60.117	-15.578
60.133	-12.284
60.150	-9.449
60.167	-5.363
60.183	-1.788
60.200	2.018
60.217	5.108
60.233	8.938
60.250	12.488
60.267	15.578
60.283	18.387
60.300	20.916
60.317	22.984
60.333	24.517
60.350	25.768
60.367	26.560
60.383	26.815
60.400	26.279
60.417	25.283
60.433	24.261
60.450	21.427
60.467	19.154
60.483	18.132
60.500	14.531
60.517	12.003
60.533	19.409
60.550	5.848
60.567	16.855
60.583	0.766
60.600	-4.597
60.617	-8.709
60.633	-12.258
60.650	-15.323
60.667	-18.387
60.683	-20.967
60.700	-22.984
60.717	-24.517
60.733	-25.283
60.750	-17.621
60.767	-21.222
60.783	-22.984
60.800	-23.240
60.817	-22.984
60.833	-21.707
60.850	-20.201
60.867	-17.366
60.883	-15.068
60.900	-11.748
60.917	-8.709
60.933	-5.108
60.950	-1.532
60.967	2.043
60.983	5.082
61.000	7.661
61.017	8.938
61.033	-1.788
61.050	17.340
61.067	21.707
61.083	21.707
61.100	7.891
61.117	14.301
61.133	26.560
61.150	28.577
61.167	29.369
61.183	26.304
61.200	24.236
61.217	21.963
61.233	19.664
61.250	17.340
61.267	14.046
61.283	11.237
61.300	7.891
61.317	4.341
61.333	0.766
61.350	-2.809
61.367	-6.410
61.383	-9.449
61.400	-13.024
61.417	-16.089
61.433	-18.413
61.450	-21.197
61.467	-22.984
61.483	-24.517
61.500	-25.283
61.517	-26.330
61.533	-25.794
61.550	-25.538
61.567	-24.772
61.583	-23.495
61.600	-21.988
61.617	-20.686
61.633	-18.898
61.650	-17.877
61.667	-12.003
61.683	-8.198
61.700	10.471
61.717	12.769
61.733	3.294
61.750	5.874
61.767	11.237
61.783	26.790
61.800	21.197
61.817	20.431
61.833	21.682
61.850	23.495
61.867	24.261
61.883	25.002
61.900	23.751
61.917	22.474
61.933	14.531
61.950	24.261
61.967	24.006
61.983	22.448
62.000	19.664
62.017	16.855
62.033	14.020
62.050	10.981
62.067	7.151
62.083	4.086
62.100	0.485
62.117	-3.065
62.133	-6.640
62.150	-10.215
62.167	-13.050
62.183	-16.089
62.200	-18.898
62.217	-20.686
62.233	-22.984
62.250	-24.798
62.267	-26.049
62.283	-25.538
62.300	-26.049
62.317	-26.049
62.333	-24.798
62.350	-23.495
62.367	-21.707
62.383	-19.409
62.400	-17.111
62.417	-13.816
62.433	-10.726
62.450	-7.917
62.467	-9.194
62.483	-13.305
62.500	-7.917
62.517	6.640
62.533	9.705
62.550	14.787
62.567	18.898
62.583	20.175
62.600	21.427
62.617	22.984
62.633	24.006
62.650	25.002
62.667	25.538
62.683	25.538
62.700	25.257
62.717	24.261
62.733	22.703
62.750	21.197
62.767	18.898
62.783	16.600
62.800	13.510
62.817	10.215
62.833	7.406
62.850	4.061
62.867	0.000
62.883	-3.065
62.900	-6.640
62.917	-9.730
62.933	-13.024
62.950	-15.834
62.967	-18.132
62.983	-20.456
63.000	-22.984
63.017	-25.538
63.033	-27.837
63.050	-27.837
63.067	-15.859
63.083	-9.449
63.100	-20.941
63.117	-23.495
63.133	-4.852
63.150	-13.305
63.167	-14.301
63.183	-12.258
63.200	-9.705
63.217	-6.665
63.233	-3.320
63.250	0.000
63.267	3.831
63.283	6.870
63.300	10.471
63.317	13.024
63.333	15.553
63.350	17.877
63.367	19.409
63.383	20.916
63.400	19.154
63.417	11.492
63.433	25.002
63.450	25.794
63.467	25.283
63.483	24.491
63.500	22.218
63.517	17.111
63.533	4.571
63.550	15.323
63.567	2.298
63.583	10.215
63.600	7.381
63.617	3.320
63.633	0.000
63.650	-3.065
63.667	-6.665
63.683	-9.449
63.700	-13.535
63.717	-16.089
63.733	-18.158
63.750	-20.941
63.767	-22.984
63.783	-24.261
63.800	-24.517
63.817	-26.074
63.833	-25.794
63.850	-24.772
63.867	-24.261
63.883	-22.729
63.900	-20.967
63.917	-18.898
63.933	-16.089
63.950	-13.024
63.967	-9.730
63.983	-6.895
64.000	-3.065
64.017	0.255
64.033	4.316
64.050	7.917
64.067	10.215
64.083	13.791
64.100	16.574
64.117	19.154
64.133	21.452
64.150	23.470
64.167	24.772
64.183	24.772
64.200	25.768
64.217	25.538
64.233	24.772
64.250	23.980
64.267	21.963
64.283	20.431
64.300	17.340
64.317	14.046
64.333	11.748
64.350	8.913
64.367	5.874
64.383	2.809
64.400	10.190
64.417	6.640
64.433	-1.022
64.450	-8.938
64.467	-13.050
64.483	-16.344
64.500	-18.898
64.517	-21.452
64.533	-22.729
64.550	-24.031
64.567	-15.323
64.583	-21.197
64.600	-20.941
64.617	-23.240
64.633	-22.499
64.650	-21.707
64.667	-19.664
64.683	-17.877
64.700	-15.348
64.717	-12.258
64.733	-9.449
64.750	-6.129
64.767	-3.065
64.783	0.230
64.800	2.809
64.817	5.618
64.833	6.359
64.850	0.255
64.867	14.557
64.883	19.128
64.900	22.218
64.917	20.941
64.933	7.917
64.950	13.510
64.967	26.049
64.983	25.538
65.000	26.790
65.017	25.538
65.033	23.240
65.050	20.405
65.067	17.621
65.083	14.812
65.100	11.977
65.117	8.683
65.133	5.363
65.150	2.273
65.167	-1.532
65.183	-5.108
65.200	-7.661
65.217	-11.518
65.233	-14.046
65.250	-16.855
65.267	-19.409
65.283	-21.197
65.300	-22.755
65.317	-24.261
65.333	-24.772
65.350	-25.027
65.367	-24.772
65.383	-24.287
65.400	-22.984
65.417	-21.707
65.433	-20.686
65.450	-18.387
65.467	-17.136
65.483	-14.301
65.500	-9.194
65.517	-5.874
65.533	8.913
65.550	9.960
65.567	13.535
65.583	9.679
65.600	10.726
65.617	14.301
65.633	17.621
65.650	20.916
65.667	30.646
65.683	24.772
65.700	23.980
65.717	25.027
65.733	15.834
65.750	23.470
65.767	24.261
65.783	23.240
65.800	22.193
65.817	19.920
65.833	17.621
65.850	14.020
65.867	11.492
65.883	8.428
65.900	4.827
65.917	1.532
65.933	-2.043
65.950	-5.363
65.967	-8.709
65.983	-11.237
66.000	-14.046
66.017	-16.089
66.033	-19.179
66.050	-21.197
66.067	-22.984
66.083	-23.751
66.100	-24.772
66.117	-25.308
66.133	-25.027
66.150	-24.006
66.167	-22.984
66.183	-21.452
66.200	-19.435
66.217	-16.855
66.233	-14.812
66.250	-11.237
66.267	-8.683
66.283	-4.622
66.300	-1.532
66.317	0.255
66.333	-3.856
66.350	0.255
66.367	0.255
66.383	14.557
66.400	18.107
66.417	20.941
66.433	23.495
66.450	23.725
66.467	24.261
66.483	24.517
66.500	24.491
66.517	24.006
66.533	23.495
66.550	22.193
66.567	20.686
66.583	18.898
66.600	16.319
66.617	14.046
66.633	10.981
66.650	8.147
66.667	4.597
66.683	1.532
66.700	-2.043
66.717	-4.878
66.733	-8.683
66.750	-11.237
66.767	-14.301
66.783	-16.625
66.800	-19.154
66.817	-20.431
66.833	-22.729
66.850	-25.027
66.867	-26.330
66.883	-27.070
66.900	-25.283
66.917	-12.514
66.933	-5.108
66.950	-19.945
66.967	-18.643
66.983	0.000
67.000	-8.938
67.017	-8.964
67.033	-6.895
67.050	-3.831
67.067	-1.022
67.083	2.018
67.100	5.874
67.117	8.683
67.133	11.492
67.150	13.510
67.167	16.344
67.183	17.621
67.200	17.851
67.217	16.600
67.233	12.769
67.250	24.236
67.267	25.283
67.283	24.006
67.300	22.193
67.317	17.111
67.333	8.683
67.350	18.362
67.367	5.363
67.383	13.535
67.400	10.956
67.417	7.661
67.433	4.852
67.450	0.766
67.467	-1.813
67.483	-6.129
67.500	-8.428
67.517	-12.003
67.533	-14.838
67.550	-17.111
67.567	-19.409
67.583	-21.452
67.600	-22.984
67.617	-24.031
67.633	-23.751
67.650	-24.517
67.667	-24.772
67.683	-23.751
67.700	-21.988
67.717	-20.941
67.733	-18.387
67.750	-16.600
67.767	-13.280
67.783	-10.752
67.800	-7.151
67.817	-3.831
67.833	-0.255
67.850	3.294
67.867	6.640
67.883	9.705
67.900	13.254
67.917	15.578
67.933	17.366
67.950	19.639
67.967	21.707
67.983	22.729
68.000	23.725
68.017	24.772
68.033	24.261
68.050	24.236
68.067	23.240
68.083	21.963
68.100	20.660
68.117	18.132
68.133	15.578
68.150	12.769
68.167	9.679
68.183	5.874
68.200	2.298
68.217	0.230
68.233	-3.320
68.250	-5.363
68.267	0.766
68.283	-2.579
68.300	-7.661
68.317	-15.578
68.333	-18.643
68.350	-21.452
68.367	-23.010
68.383	-23.751
68.400	-23.751
68.417	-13.280
68.433	-19.435
68.450	-20.431
68.467	-20.175
68.483	-19.409
68.500	-17.621
68.517	-14.838
68.533	-13.024
68.550	-9.960
68.567	-7.151
68.583	-4.112
68.600	-1.022
68.617	2.043
68.633	4.597
68.650	5.082
68.667	7.151
68.683	5.363
68.700	17.340
68.717	19.920
68.733	21.963
68.750	21.707
68.767	15.297
68.783	15.323
68.800	13.024
68.817	23.725
68.833	22.984
68.850	22.474
68.867	21.171
68.883	19.664
68.900	16.600
68.917	12.999
68.933	9.960
68.950	6.640
68.967	3.039
68.983	0.000
69.000	-3.320
69.017	-6.640
69.033	-10.241
69.050	-12.514
69.067	-15.578
69.083	-17.621
69.100	-19.920
69.117	-21.478
69.133	-22.729
69.150	-23.751
69.167	-24.006
69.183	-23.751
69.200	-23.521
69.217	-22.729
69.233	-21.452
69.250	-19.920
69.267	-18.132
69.283	-15.604
69.300	-13.535
69.317	-12.258
69.333	-7.151
69.350	-3.346
69.367	0.000
69.383	14.301
69.400	7.151
69.417	19.894
69.433	19.154
69.450	17.621
69.467	18.107
69.483	19.664
69.500	21.452
69.517	22.703
69.533	24.006
69.550	24.261
69.567	24.236
69.583	23.751
69.600	22.729
69.617	21.171
69.633	19.154
69.650	16.344
69.667	14.276
69.683	10.471
69.700	8.172
69.717	1.532
69.733	-6.665
69.750	-1.022
69.767	-3.575
69.783	-6.410
69.800	-9.960
69.817	-12.769
69.833	-15.323
69.850	-10.215
69.867	-14.072
69.883	-19.409
69.900	-20.941
69.917	-22.729
69.933	-23.495
69.950	-23.521
69.967	-23.240
69.983	-22.729
70.000	-20.941
70.017	-19.154
70.033	-17.136
70.050	-14.301
70.067	-12.258
70.083	-8.683
70.100	-6.155
70.117	-2.554
70.133	0.766
70.150	4.086
70.167	6.870
70.183	6.385
70.200	-1.532
70.217	4.061
70.233	17.621
70.250	20.175
70.267	22.729
70.283	25.002
70.300	24.772
70.317	24.261
70.333	23.470
70.350	22.474
70.367	21.707
70.383	20.150
70.400	18.387
70.417	16.600
70.433	13.765
70.450	11.492
70.467	8.428
70.483	5.593
70.500	2.298
70.517	-1.022
70.533	-3.831
70.550	-7.176
70.567	-9.960
70.583	-12.514
70.600	-15.323
70.617	-17.647
70.633	-18.898
70.650	-20.941
70.667	-22.218
70.683	-24.006
70.700	-25.053
70.717	-25.794
70.733	-24.517
70.750	-11.492
70.767	-10.215
70.783	-9.985
70.800	-16.600
70.817	-14.046
70.833	0.255
70.850	-1.047
70.867	-3.065
70.883	-1.022
70.900	1.788
70.917	4.316
70.933	7.406
70.950	9.705
70.967	12.233
70.983	14.046
71.000	14.046
71.017	14.557
71.033	10.956
71.050	21.963
71.067	23.495
71.083	23.725
71.100	22.984
71.117	21.707
71.133	17.851
71.150	6.895
71.167	18.387
71.183	15.808
71.200	3.320
71.217	10.981
71.233	8.172
71.250	5.337
71.267	2.043
71.283	-1.532
71.300	-4.112
71.317	-7.406
71.333	-10.215
71.350	-13.535
71.367	-15.068
71.383	-7.942
71.400	-19.409
71.417	-21.197
71.433	-22.474
71.450	-23.240
71.467	-23.521
71.483	-22.984
71.500	-22.729
71.517	-21.707
71.533	-20.431
71.550	-18.413
71.567	-16.600
71.583	-23.751
71.600	-12.258
71.617	-8.198
71.633	-5.108
71.650	-1.788
71.667	2.043
71.683	5.337
71.700	8.683
71.717	11.748
71.733	14.787
71.750	16.600
71.767	18.387
71.783	20.431
71.800	21.427
71.817	22.474
71.833	22.984
71.850	23.470
71.867	23.240
71.883	22.218
71.900	21.427
71.917	20.175
71.933	18.132
71.950	16.319
71.967	13.791
71.983	10.471
72.000	7.636
72.017	4.086
72.033	0.766
72.050	-2.554
72.067	-6.155
72.083	-9.449
72.100	-10.726
72.117	-13.791
72.133	-5.133
72.150	-17.621
72.167	-3.831
72.183	-19.154
72.200	-21.963
72.217	-23.265
72.233	-23.495
72.250	-22.729
72.267	-22.474
72.283	-20.431
72.300	-8.453
72.317	-13.791
72.333	-13.535
72.350	-11.748
72.367	-10.496
72.383	-7.151
72.400	-4.597
72.417	-1.788
72.433	1.251
72.450	4.086
72.467	6.385
72.483	8.428
72.500	9.679
72.517	5.363
72.533	18.132
72.550	19.894
72.567	21.452
72.583	22.984
72.600	22.959
72.617	22.474
72.633	20.431
72.650	7.381
72.667	20.431
72.683	8.683
72.700	17.340
72.717	15.578
72.733	13.791
72.750	10.726
72.767	8.657
72.783	5.108
72.800	2.043
72.817	-1.558
72.833	-5.108
72.850	-8.172
72.867	-10.981
72.883	-13.791
72.900	-16.370
72.917	-18.387
72.933	-20.175
72.950	-21.452
72.967	-22.499
72.983	-22.729
73.000	-23.240
73.017	-22.729
73.033	-22.218
73.050	-21.197
73.067	-19.435
73.083	-17.877
73.100	-16.344
73.117	-14.046
73.133	-11.007
73.150	-8.172
73.167	-4.597
73.183	-0.766
73.200	2.018
73.217	5.618
73.233	8.683
73.250	21.963
73.267	14.531
73.283	16.600
73.300	18.643
73.317	26.279
73.333	25.794
73.350	24.772
73.367	23.725
73.383	23.751
73.400	22.729
73.417	21.427
73.433	18.132
73.450	9.194
73.467	15.808
73.483	14.557
73.500	12.514
73.517	9.424
73.533	6.640
73.550	3.575
73.567	1.277
73.583	-2.579
73.600	-5.618
73.617	-8.683
73.633	-11.237
73.650	-13.816
73.667	-16.344
73.683	-18.132
73.700	-9.194
73.717	-16.089
73.733	-20.456
73.750	-21.963
73.767	-22.984
73.783	-22.729
73.800	-21.452
73.817	-20.456
73.833	-18.643
73.850	-15.323
73.867	-4.341
73.883	-8.964
73.900	-7.151
73.917	-6.640
73.933	-5.108
73.950	-3.090
73.967	-1.277
73.983	-3.831
74.000	8.172
74.017	11.467
74.033	14.812
74.050	14.301
74.067	1.762
74.083	8.428
74.100	21.452
74.117	23.240
74.133	24.491
74.150	24.772
74.167	22.984
74.183	21.427
74.200	20.175
74.217	17.877
74.233	16.319
74.250	14.301
74.267	11.492
74.283	8.913
74.300	6.129
74.317	3.320
74.333	0.000
74.350	-3.090
74.367	-5.618
74.383	-8.683
74.400	-11.237
74.417	-14.072
74.433	-16.089
74.450	-17.877
74.467	-19.409
74.483	-20.941
74.500	-21.988
74.517	-22.474
74.533	-24.006
74.550	-24.261
74.567	-22.729
74.583	-20.711
74.600	-7.917
74.617	-15.068
74.633	2.043
74.650	-10.241
74.667	-9.705
74.683	-5.874
74.700	-2.809
74.717	2.528
74.733	11.492
74.750	6.895
74.767	8.683
74.783	10.956
74.800	5.108
74.817	15.068
74.833	17.851
74.850	19.920
74.867	21.197
74.883	22.448
74.900	22.729
74.917	21.707
74.933	20.405
74.950	17.621
74.967	7.151
74.983	18.107
75.000	16.089
75.017	14.301
75.033	11.237
75.050	8.657
75.067	6.129
75.083	2.809
75.100	-0.026
75.117	-3.065
75.133	-6.129
75.150	-8.683
75.167	-1.558
75.183	-9.449
75.200	-14.812
75.217	-17.621
75.233	-19.409
75.250	-20.711
75.267	-22.218
75.283	-22.218
75.300	-22.729
75.317	-21.963
75.333	-21.222
75.350	-19.920
75.367	-18.387
75.383	-16.600
75.400	-15.323
75.417	-14.072
75.433	-17.111
75.450	-12.258
75.467	-6.640
75.483	-6.410
75.500	3.575
75.517	6.385
75.533	9.960
75.550	13.510
75.567	16.089
75.583	17.366
75.600	19.383
75.617	20.175
75.633	21.197
75.650	21.937
75.667	22.218
75.683	22.474
75.700	21.682
75.717	20.686
75.733	19.920
75.750	17.851
75.767	16.089
75.783	14.046
75.800	11.237
75.817	8.657
75.833	5.618
75.850	2.809
75.867	-0.536
75.883	-3.831
75.900	-7.151
75.917	-10.215
75.933	-13.535
75.950	-15.859
75.967	-17.366
75.983	-18.898
76.000	-20.175
76.017	-10.496
76.033	-21.707
76.050	-7.917
76.067	-18.643
76.083	-20.941
76.100	-20.711
76.117	-19.920
76.133	-17.877
76.150	-15.578
76.167	-13.280
76.183	-2.069
76.200	-5.363
76.217	-3.320
76.233	-0.255
76.250	1.507
76.267	4.086
76.283	6.640
76.300	7.381
76.317	10.215
76.333	12.514
76.350	7.406
76.367	17.340
76.383	20.175
76.400	21.197
76.417	21.937
76.433	22.218
76.450	22.218
76.467	21.682
76.483	20.175
76.500	18.132
76.517	15.553
76.533	1.277
76.550	11.748
76.567	10.471
76.583	-3.090
76.600	5.618
76.617	2.298
76.633	-0.536
76.650	-3.320
76.667	-5.618
76.683	-8.938
76.700	-11.748
76.717	-14.327
76.733	-16.600
76.750	-18.643
76.767	-19.920
76.783	-21.478
76.800	-21.707
76.817	-22.218
76.833	-21.707
76.850	-21.707
76.867	-20.711
76.883	-19.409
76.900	-17.621
76.917	-15.578
76.933	-13.791
76.950	-11.518
76.967	-7.917
76.983	-5.618
77.000	-2.554
77.017	0.996
77.033	4.086
77.050	6.895
77.067	9.960
77.083	12.488
77.100	14.812
77.117	16.855
77.133	18.617
77.150	20.175
77.167	21.197
77.183	21.937
77.200	21.963
77.217	21.963
77.233	21.171
77.250	20.431
77.267	18.643
77.283	17.085
77.300	15.323
77.317	13.024
77.333	9.960
77.350	7.381
77.367	4.852
77.383	1.532
77.400	-0.792
77.417	-4.341
77.433	-7.406
77.450	-10.215
77.467	-12.258
77.483	-4.367
77.500	-16.344
77.517	-18.387
77.533	-5.363
77.550	-18.158
77.567	-20.941
77.583	-21.707
77.600	-21.707
77.617	-20.941
77.633	-19.690
77.650	-8.428
77.667	-10.471
77.683	-11.748
77.700	-11.262
77.717	-8.938
77.733	-7.151
77.750	-4.341
77.767	-1.788
77.783	0.996
77.800	3.575
77.817	5.618
77.833	5.848
77.850	-1.532
77.867	12.769
77.883	17.877
77.900	17.085
77.917	2.809
77.933	9.705
77.950	21.427
77.967	22.729
77.983	23.240
78.000	22.959
78.017	20.686
78.033	18.643
78.050	16.319
78.067	14.301
78.083	11.748
78.100	9.705
78.117	6.870
78.133	3.831
78.150	1.022
78.167	-1.813
78.183	-4.597
78.200	-7.406
78.217	-9.960
78.233	-12.769
78.250	-14.582
78.267	-16.600
78.283	-18.132
78.300	-19.409
78.317	-20.456
78.333	-21.197
78.350	-21.452
78.367	-21.707
78.383	-21.963
78.400	-21.452
78.417	-19.945
78.433	-17.366
78.450	-14.812
78.467	-1.022
78.483	-8.198
78.500	8.172
78.517	-2.043
78.533	-0.766
78.550	1.762
78.567	4.597
78.583	7.661
78.600	10.190
78.617	12.769
78.633	15.068
78.650	16.855
78.667	19.128
78.683	19.920
78.700	20.941
78.717	21.171
78.733	21.197
78.750	20.686
78.767	19.383
78.783	18.387
78.800	15.068
78.817	6.104
78.833	13.024
78.850	11.748
78.867	9.449
78.883	6.870
78.900	4.852
78.917	12.003
78.933	1.251
78.950	-3.575
78.967	-6.640
78.983	-9.960
79.000	-12.284
79.017	-15.068
79.033	-16.855
79.050	-18.898
79.067	-20.431
79.083	-20.711
79.100	-21.707
79.117	-21.452
79.133	-21.197
79.150	-20.686
79.167	-19.690
79.183	-18.643
79.200	-16.344
79.217	-14.046
79.233	-11.748
79.250	-9.219
79.267	-7.661
79.283	-9.194
79.300	-13.024
79.317	-8.198
79.333	4.852
79.350	8.428
79.367	10.981
79.383	14.531
79.400	16.855
79.417	18.387
79.433	19.383
79.450	20.175
79.467	20.686
79.483	21.171
79.500	21.197
79.517	20.941
79.533	20.150
79.550	19.154
79.567	17.877
79.583	16.319
79.600	14.046
79.617	11.492
79.633	9.194
79.650	6.614
79.667	3.575
79.683	1.022
79.700	-2.298
79.717	-4.878
79.733	-7.917
79.750	-10.726
79.767	-13.791
79.783	-15.604
79.800	-18.387
79.817	-20.686
79.833	-20.686
79.850	-21.452
79.867	-21.733
79.883	-10.215
79.900	-11.492
79.917	-12.258
79.933	-18.132
79.950	-17.392
79.967	-16.344
79.983	-13.791
80.000	-11.237
80.017	0.996
80.033	-1.277
80.050	-0.255
80.067	1.022
80.083	3.294
80.100	5.363
80.117	8.428
80.133	10.445
80.150	13.024
80.167	14.557
80.183	15.834
80.200	16.574
80.217	16.855
80.233	10.215
80.250	20.150
80.267	21.452
80.283	20.686
80.300	20.150
80.317	19.154
80.333	17.621
80.350	15.042
80.367	13.280
80.383	9.960
80.400	6.895
80.417	-1.302
80.433	-6.129
80.450	-0.511
80.467	-13.535
80.483	-5.133
80.500	-8.428
80.517	-10.215
80.533	-13.024
80.550	-14.838
80.567	-15.834
80.583	-18.387
80.600	-19.409
80.617	-20.175
80.633	-21.222
80.650	-20.941
80.667	-20.686
80.683	-19.920
80.700	-18.898
80.717	-17.136
80.733	-15.578
80.750	-13.535
80.767	-11.237
80.783	-8.683
80.800	-5.899
80.817	-3.065
80.833	-0.255
80.850	2.809
80.867	5.593
80.883	8.428
80.900	11.237
80.917	12.999
80.933	15.834
80.950	17.366
80.967	18.617
80.983	20.175
81.000	20.431
81.017	21.171
81.033	21.197
81.050	21.197
81.067	19.409
81.083	18.362
81.100	16.344
81.117	14.812
81.133	13.254
81.150	10.215
81.167	7.917
81.183	5.337
81.200	2.298
81.217	-0.511
81.233	-2.554
81.250	-5.899
81.267	-8.938
81.283	-10.726
81.300	-2.809
81.317	-15.093
81.333	-7.406
81.350	-11.748
81.367	-18.132
81.383	-19.920
81.400	-21.222
81.417	-21.197
81.433	-20.175
81.450	-9.705
81.467	-12.003
81.483	-12.795
81.500	-13.535
81.517	-12.258
81.533	-9.449
81.550	-7.687
81.567	-5.108
81.583	-2.298
81.600	0.511
81.617	2.784
81.633	5.363
81.650	7.661
81.667	9.449
81.683	9.168
81.700	-1.022
81.717	16.344
81.733	19.383
81.750	17.111
81.767	4.341
81.783	9.705
81.800	21.171
81.817	21.452
